id,author,title
pro75-w0080,"Mary Robinson (née Darby)","Written on the Outside of an HERMITAGE."
o3555-w0020,"Anna Laetitia Barbauld  (née Aikin)","The INVITATION: To MISS B—."
pdi13-w0010,"William Diaper","DRYADES: A POEM."
cac95-w0250,"Ann Batten Cristall","THE ENTHUSIAST."
glb19-w0820,"William Lisle Bowles","THE HARP, AND DESPAIR, OF COWPER."
oat77-w0220,"Nahum Tate","The Discovery."
oat77-w0670,"Nahum Tate","The Cure. A Dialogue."
ojg27-w0110,"John Gay","FABLE [10] X. The Elephant and the Bookseller."
o4987-w0510,"Joseph Cockfield","THE LATTER PART OF HABBAKUK, CHAPTER III."
peh89-w0170,"Elizabeth Hands (née Herbert)","LOB's COURTSHIP."
o4987-w0140,"Thomas Edwards","SONNET. TO THE SAME."
bhw18-w0560,"Helen Maria Williams",PARAPHRASE.
bjb18-w0640,"Joanna Baillie","SONG, A NEW VERSION OF AN OLD SCOTCH SONG."
n22cs-w0280,"Charlotte Smith (née Turner)","SONNET [28] XXVIII. To Friendship."
o5157-w0860,"William Mason","ODE. To INDEPENDENCY."
o3900-w0860,"Rev. Samuel Wesley","On the CRUCIFIXION."
bhw18-w0130,"Helen Maria Williams",SONG.
bjb18-w0210,"Joanna Baillie","SONG. (TO THE SCOTCH AIR OF “MY NANNY O.”)"
o3794-w0230,"William Cowper","THE LILY AND THE ROSE."
pba35-w1200,"Constantine Barber","To Mrs. Barber.  New-Year's-Day, 1733."
o3913-w0020,"James Boswell","LYCIDAS to MENALCAS."
cac95-w0180,"Ann Batten Cristall",SONG.
o4987-w0290,"Frances Brooke (née Moore)","ODE TO HEALTH."
bao18-w0360,"Amelia Opie (née Alderson)",[SONG.]
pmc36-w0090,"Mary Chandler","A LETTER to Lady F—. From the Other World."
o4984-w0030,"John Dalton","A DESCRIPTIVE POEM: ADDRESSED TO TWO LADIES, AT THEIR RETURN FROM VIEWING THE MINES NEAR WHITEHAVEN."
n22cs-w0150,"Charlotte Smith (née Turner)","SONNET [15] XV. From Petrarch."
bjb18-w0590,"Joanna Baillie","SONG, FOR AN IRISH AIR."
n22cs-w0500,"Charlotte Smith (née Turner)","SONNET [50] L. From the Novel of Celestina."
o4984-w0460,"Thomas Warton","ON THE DEATH OF KING GEORGE THE SECOND, AND ACCESSION OF KING GEORGE THE THIRD. ADDRESSED TO WILLIAM PITT, ESQ. BEING THE CONCLUDING COPY OF OXFORD VERSES."
pma99-w0270,"Mary Alcock (née Cumberland)","A RECEIPT FOR WRITING A NOVEL."
o3900-w0030,"Rev. John Gambold","The Mystery of Life."
o5157-w0030,"Mark Akenside","ODE To the Right Reverend BENJAMIN Lord Bishop of WINCHESTER."
o5157-w0460,"Miss Soper","Miss SOPER'S Answer to a Lady, who invited her to retire into a monastic Life at St. CROSS, near WINCHESTER."
o5154-w0290,"Soame Jenyns","To a LADY, in answer to a LETTER wrote in a very fine Hand."
o4987-w0910,"Christopher Smart","ON THE IMMENSITY OF THE SUPREME BEING."
pse03-w0230,"Sarah Fyge Egerton","An occasional Copy, in Answer to Mr. Joshua Barns, Extempore."
pmt18-w0060,"Mary Tighe (née Blachford)","Written in Autumn."
glb19-w0420,"William Lisle Bowles","MILTON. ON THE BUSTS OF MILTON, IN YOUTH AND AGE, AT STOURHEAD."
o5156-w1235,"John Hoadly","BOOK VII. Ep. 75."
glb19-w0070,"William Lisle Bowles","TO THE RIVER ITCHIN."
bjl92-w0260,"Janet Little (later Richmond)","GIVEN TO A LADY WHO ASKED ME TO WRITE A POEM."
tgaen-wimp3,"Thomas Gray","Imitated from Propertius, Lib: 3: Eleg: 5:"
oal82-w0010,"Nathaniel Lee","TO THE DUKE ON HIS RETURN."
pcc86-w0200,"‘Christian Carstairs’","Wrote as if repeated extempore by a Gentleman, occasioned by a Miniature Picture of a Lady being put up as a But to shoot at in Germany the time of the last war."
o4784-w0490,"Anne Finch (née Kingsmill), countess of Winchilsea","[Tasso, Aminta:] AMINTOR, being ask'd by THIRSIS Who is the Object of his Love? speaks as follows."
o4091-w0070,"Hannah Brand","PRAYER. TO THE PARCAE."
o5152-w0230,"Matthew Green","On BARCLAY's Apology for the Quakers."
pmp18-w0520,"Matthew Prior","ADRIANI MORIENTIS ad Animam Suam. IMITATED."
o5125-w0280,"Mary Leapor","To ARTEMISIA. Dr. KING's Invitation to BELLVILL: Imitated."
pmp18-w0170,"Matthew Prior","To a LADY: She refusing to continue a Dispute with me, and leaving me in the Argument.  An ODE."
pjo50-w0380,"Mary Jones","On the Right Honourable Lady Betty Bertie's Birth-Day. Inserted at the Request of Norris Bertie, Esq;"
cbu86-w0100,"Robert Burns","THE VISION."
o5155-w0450,"Judith Cowper Madan","O Thou, who labour'st in this rugged mine"
ayo19-w0040,"Edward Young","[The Complaint: or, Night-Thoughts on Life, Death & Immortality.] Night IV. The Christian Triumph."
yye88-w0010,"Ann Yearsley (née Cromartie)","A POEM ON THE INHUMANITY OF THE SLAVE-TRADE."
bah18-w0360,"Anne Hunter (née Home)",SONG.
o4279-w0010,"Mark Akenside","[THE PLEASURES OF IMAGINATION. A POEM.]"
prc90-w0270,"Rebekah Carmichael (later Hay)","TO CAPTAIN ****"
pba35-w0850,"Mary Barber","To the Right Hon. the Earl of Orrery, on his Promise to sup with the Author."
pcm93-w0240,"Catherine Rebecca Grey, Lady Manners","To Solitude."
pdi12-w0150,"William Diaper","[Nereides:] Eclogue XIV."
pba35-w0780,"Mary Barber","On leaving Bath."
o5089-w0780,Anonymous,"THE ROOKERY."
oau90-w0100,"Thomas D'Urfey","To CYNTHIA."
o4986-w0450,"James Barclay","THE INVITATION."
oau90-w0550,"Thomas D'Urfey","TO CHLORIS: A SONG."
o4110-w0010,"Charles Churchill","THE PROPHECY of FAMINE.  A SCOTS PASTORAL."
o5156-w0920,"John Hoadly","The BIRD of PASSAGE, 1749."
bsb18-w0130,"Susanna Blamire","THE NUN'S RETURN TO THE WORLD, BY THE DECREE OF THE NATIONAL ASSEMBLY OF FRANCE, FEBRUARY, 1790."
o4672-w0440,"Isaac Watts","TO My Brothers E. and T. W."
o4672-w0010,"Isaac Watts","THE Divine Sovereignty."
bsb18-w0560,"Susanna Blamire","THE TOILING DAY HIS TASK HAS DUIN."
glb19-w0660,"William Lisle Bowles","POLE-VELLUM, CORNWALL. A PICTURESQUE COTTAGE AND GROUNDS BELONGING TO J. LEMON, ESQ."
bjl92-w0470,"Janet Little (later Richmond)","ON SEEING MR. — BAKING CAKES."
glb19-w0230,"William Lisle Bowles","IN MEMORIAM."
bjl92-w0020,"Janet Little (later Richmond)","TO THE PUBLIC."
pro75-w0110,"Mary Robinson (née Darby)","An EPISTLE to a FRIEND."
o4106-w0040,"Thomas Parnell",SONG.
o3900-w0270,"Rev. John Gambold","On CLEMENS ALEXANDRINUS'S Description of a Perfect Christian."
bjb18-w0800,"Joanna Baillie",HYMN.
o5157-w0270,"Thomas Lisle","An EXCUSE for INCONSTANCY, 1737."
o5157-w0620,"John Ellis",SONG.
o5156-w1130,"Aaron Hill","The POET's IMPORTANCE."
pse03-w0420,"Sarah Fyge Egerton","To Thyrsis on his Pastoral to Mr. Creech."
pmt18-w0220,"Mary Tighe (née Blachford)","Address to My Harp."
pse03-w0070,"Sarah Fyge Egerton","To the Lady Cambell, with a Female Advocate."
o5154-w0480,"David Garrick","SONG. To SYLVIA."
par19-w0190,"Ann Radcliffe (née Ward)","SONNET. [Now the bat circles on the breeze of eve]"
bao18-w0120,"Amelia Opie (née Alderson)","STANZAS TO CYNTHIO."
o4987-w0480,"Joseph Cockfield","ODE ON AUTUMN. WRITTEN IN THE YEAR MDCCLXI."
bjb18-w0380,"Joanna Baillie","THIRD DEVOTIONAL SONG."
o4984-w0270,"James Merrick","VERSES WRITTEN ORIGINALLY IN THE PERSIC LANGUAGE."
n22cs-w0310,"Charlotte Smith (née Turner)","SONNET [31] XXXI. Written on Farm Wood, South Downs, May, 1784."
pma99-w0460,"Mary Alcock (née Cumberland)",DITTO.
o4984-w0620,"Richard Shepherd","ODE ON ENVY."
pma99-w0030,"Mary Alcock (née Cumberland)","THE ROSE TREE AND THE POPPY. A FABLE."
o3736-w0010,"Daniel Defoe","The Vision, A POEM. Being an ANSWER to the Lord Beilhaven's SPEECH."
o3794-w0420,"William Cowper","THE POET, THE OYSTER, AND SENSITIVE PLANT."
o3794-w0070,"William Cowper",CONVERSATION.
ojg27-w0080,"John Gay","FABLE [07] VII. The Lyon, the Fox, and the Geese."
pba35-w1040,"Mary Barber","Spoken extempore, to the Right Honourable the Lady Barbara North, on her presenting the Author with a white Ribband at Tunbridge-Wells."
oau90-w0340,"Thomas D'Urfey","A Letter Written for a LADY in Answer to a Friend."
o4986-w0240,"Thomas Gray","ODE AT THE INSTALLATION OF HIS GRACE AUGUSTUS HENRY FITZROY, DUKE OF GRAFTON, CHANCELLOR OF THE UNIVERSITY. JULY 1, MDCCLXIX."
o4986-w0610,"John Hawkesworth","AUTUMN: AN ODE,"
pcr18-w0070,"George Crabbe","SIR EUSTACE GREY."
bsb18-w0370,"Susanna Blamire","NAY, NAY, CENSOR TIME."
o4672-w0600,"Isaac Watts","TO Mr. Henry Bendish."
o3677-w0010,"Alexander Pope","EPISTLES OF HORACE. BOOK I."
o4672-w0250,"Isaac Watts","GOD Sovereign and Gracious."
bsb18-w0720,"Susanna Blamire","DEAR NANCY."
pba35-w0190,"Mary Barber","Written at Tunbridge-Wells. To the Right Honourable the Lady Barbara North,[ed.][ed.] ""Lady Barbara North was the daughter of Thomas, eighth Earl of Pembroke"". (Tucker [1992], 210) 
						(AH)
					 occasion'd by some of the Company's saying they would go to Faint-Fair, and act a Play."
o4085-w0010,"Henry Carey","AN EPISTLE To the Right Honourable PHILIP, Earl of Chesterfield, &c."
o5280-w0380,"George Monck Berkeley","ODE TO GENIUS. TO THE REV. WILLIAM MASON, A.M. PRECENTOR OF THE CATHEDRAL CHURCH OF YORK."
bed98-w0820,"Eliza Day","EVENING HYMN."
o3549-w0020,"James Thomson","[The Seasons:] SUMMER."
bmb97-w0290,"(Mary) Matilda Betham",FRAGMENT.
o5089-w0190,"Elizabeth Thomas","TO WILLIAM SHENSTONE, Esq The PRODUCTION of Half an Hour's Leisure."
o4198-w0130,"Thomas Chatterton","SENTIMENT. 1769."
bah18-w0570,"Anne Hunter (née Home)","MAY DAY."
bah18-w0120,"Anne Hunter (née Home)","TO MY DAUGHTER, ON BEING SEPARATED FROM HER ON HER MARRIAGE"
tgaen-wchcc,"Thomas Gray","The Characters of the Christ-Cross Row, By a Critic, To Mrs —"
prc90-w0030,"Rebekah Carmichael (later Hay)","A SONG"
o4103-w0240,"Christopher Smart","The DECISION. BALLAD III."
pcc86-w0040,"‘Christian Carstairs’","On seeing Lady H— after the Death of a favourite Daughter."
o5152-w0420,"Philip Dormer Stanhope, 4th Earl of Chesterfield","VERSES written in a Lady's Sherlock upon Death."
n27tc-w0030,"Thomas Campbell","SPEECH OF THE CHORUS, In the same Tragedy, to dissuade Medea from her purpose of putting her children to death, and flying for protection to Athens."
o5152-w0070,"Thomas Tickell","AN ODE Inscrib'd to the Right Honourable the EARL of SUNDERLAND at WINDSOR."
o4784-w0280,"Anne Finch (née Kingsmill), countess of Winchilsea","The House of Socrates."
pmp18-w0760,"Matthew Prior","Written in an OVID."
o5155-w0240,"William Whitehead","SONG for RANELAGH."
o3754-w0010,"Charlotte Lennox (née Ramsay)",PHILANDER.
pmp18-w0330,"Matthew Prior","MERCURY and CUPID."
cbu86-w0340,"Robert Burns","THE FAREWELL. TO THE BRETHREN OF St. JAMES'S LODGE, TARBOLTON."
o5155-w0610,"Francis Fawkes","An AUTUMNAL ODE."
o5125-w0490,"Mary Leapor","CATHARINA's CAVE."
bed98-w0070,"Eliza Day","TO — — —"
glb19-w1030,"William Lisle Bowles","SKETCH FROM BOWDEN HILL AFTER SICKNESS."
oar96-w0460,"Elizabeth Rowe (née Singer)","The Vision. To Theron."
bed98-w0420,"Eliza Day",SONNET.
oar96-w0030,"Elizabeth Rowe (née Singer)","To Mr. — — on his POEM."
o4784-w0150,"Anne Finch (née Kingsmill), countess of Winchilsea","Part of the Fifth Scene in the Second Act of Athalia, a Tragedy, written in French by Monsieur Racine."
o5156-w0760,"James Merrick","A FRAGMENT."
o5454-w0030,"Isaac Watts","SONG III. Praise to GOD for our Redemption."
o4784-w0500,"Anne Finch (née Kingsmill), countess of Winchilsea","[Tasso, Aminta:] THIRSIS persuades AMINTOR not to despair upon the Predictions of Mopsus discov'ring him to be an Impostor."
o5156-w0330,"Richard Jago","The SWALLOWS."
cbu86-w0090,"Robert Burns","A DREAM."
pco62-w0020,"Mary Collier","THE THREE WISE SENTENCES, From the First Book of ESDRAS Chap. III. and IV."
pjo50-w0210,"Mary Jones","After the Small Pox."
o5155-w0190,"Robert Lowth","The LINK. A BALLAD."
o5125-w0310,"Mary Leapor","The PENITENT. Occasion'd by the Author's being asked if she would take Ten Pounds for her Poems."
o3900-w1070,"Rev. Charles Wesley","IIId HYMN to CHRIST."
o4986-w0190,"George Keate","EPILOGUE TO THE SAME PLAY. SPOKEN BY CONSTANCE."
oau90-w0090,"Thomas D'Urfey","A LASH AT ATHEISTS: The POET speaking, as the Ghost of a Quondam Libertine, suppos'd to be the late E. of R. Reflects on that part of Seneca's Troas, beginning atPost Mortem nihil est, Ipsaq; Mors nihilVelocis spatii meta Novissima:Spem ponant avidi seliciti metum.Quaeris quo Iaceas post Obitum locoQuo non Nata Iacent."
o4672-w0180,"Isaac Watts","THE HAPPY SAINT AND Cursed Sinner. PSALM I."
o4985-w0330,"James Scott","ODE ON DESPAIR."
pba35-w0610,"Mary Barber","To his Excellency the Lord Carteret. Occasion'd by seeing a Poem, intitled, The Birth of Manly Virtue."
o5280-w0050,"George Monck Berkeley","TO MIRANDA, ON HER DETERMINING TO ASSUME THE VEIL."
pba35-w0240,"Mary Barber","Written for a Gentlewoman in Distress. To her Grace Adelida, Dutchess of Shrewsbury."
o5280-w0400,"George Monck Berkeley","PROLOGUE TO BONDS WITHOUT JUDGEMENT, OR THE LOVES OF BENGAL."
o4039-w0200,"Thomas Chatterton","THE PROPHECY."
o5089-w0240,"William Whitehead","EXTRACTED FROM MR. W. WHITEHEAD's CHARGE to the POETS."
ppo24-w0120,"John Pomfret","Cruelty and Lust. An Epistolary Essay."
o3688-w0010,"Alexander Pope","ODE FOR MUSICK."
o5089-w0610,"Patrick Delany","A SONG."
bmb97-w0140,"(Mary) Matilda Betham","HUMAN PLEASURE OR PAIN."
o4741-w0330,"Stephen Duck","On Delia singing, and playing on Music."
pmc36-w0100,"Mary Chandler","To Mrs. Shales."
sap09-w0020,"Ambrose Philips","[PASTORAL 02] THE SECOND PASTORAL."
o4987-w0750,"William Dodd","ZARA, AT THE COURT OF ANAMABOE, TO THE AFRICAN PRINCE WHEN IN ENGLAND."
peh89-w0330,"Elizabeth Hands (née Herbert)","On an UNSOCIABLE FAMILY."
par19-w0240,"Ann Radcliffe (née Ward)","THE PILGRIM."
o4987-w0300,"Frances Brooke (née Moore)",ODE.
n22cs-w0490,"Charlotte Smith (née Turner)","SONNET [49] XLIX. Supposed to have been written in a Church Yard, over the Grave of a Young Woman of nineteen. From the Novel of Celestina."
bjb18-w0400,"Joanna Baillie","SECOND NURSERY LESSON (ADMONITORY)."
o5472-w0010,"Elizabeth Inchbald (née Simpson)","In the Dead of the Night. Sung by Mrs. Jordan in the Wedding Day."
bhw18-w0370,"Helen Maria Williams","TO DR. MOORE, IN ANSWER TO A POETICAL EPISTLE WRITTEN TO ME BY HIM IN WALES, SEPTEMBER 1791."
bjb18-w0050,"Joanna Baillie","A MELANCHOLY LOVER'S FAREWELL TO HIS MISTRESS."
o3555-w0260,"Anna Laetitia Barbauld  (née Aikin)","HYMN I."
cac95-w0010,"Ann Batten Cristall","BEFORE TWILIGHT."
o4688-w0050,"James Macpherson","[FRAGMENT] V."
oat77-w0060,"Nahum Tate","The Prospect."
oat77-w0430,"Nahum Tate",Melancholy.
ojg27-w0350,"John Gay","FABLE [34] XXXIV. The Mastiffs."
o5164-w0130,"James Macpherson","CALTHON and COLMAL: A POEM."
o5153-w0130,"George Lyttelton, 1st Baron Lyttelton","ODE, in Imitation of Pastor Fido. (O Primavera Gioventu del Anno.) Written Abroad in 1729."
o5247-w0200,"Charlotte Lennox (née Ramsay)","A PARODY ON AN ODE of HORACE, As TRANSLATED by Mr. FARQUHAR."
pik94-w0220,"Isabella Kelly (née Fordyce)","THE VISION."
o5153-w0560,"Thomas Gray","An ODE On a distant Prospect of ETON COLLEGE."
o4739-w0200,"Hannah Cowley (née Parkhouse)","ODE TO DELLA CRUSCA."
o4987-w0880,"John Gerrard","AN EPISTLE FROM AN UNFORTUNATE GENTLEMAN TO A YOUNG LADY."
o5154-w0300,"Soame Jenyns","The ART of DANCING. A POEM. Inscribed to the Rt. Hon. the Lady FANNY FIELDING. Written in the Year 1730."
pba35-w0630,"Mary Barber","To Mrs. Newans, encouraging her to draw Lady Killmorey's Picture."
o5280-w0070,"George Monck Berkeley","EPITAPH ON AN UNFORTUNATE LADY. TO THE REV. GEORGE GLEIG, A.M."
pba35-w0260,"Mary Barber","A Letter written for my Daughter to a Lady, who had presented her with a Cap."
o5280-w0420,"George Monck Berkeley","LUCY, OR THE BANKS OF AVON. WRITTEN AT THE AGE OF SEVENTEEN, AND NEVER MEANT BY MR. B. FOR THE PUBLIC EYE."
o4039-w0220,"Thomas Cary","ELEGY, TO THE MEMORY OF MR. THOMAS CHATTERTON, LATE OF BRISTOL."
o5089-w0260,Anonymous,"PROLOGUE TO THE ENGLISHMAN AT BOURDEAUX. Performed since the conclusion of the peace, with universal applause, at PARIS."
ppo24-w0100,"John Pomfret","To a Painter, drawing Dorinda's Picture."
bmb97-w0160,"(Mary) Matilda Betham","ON THE EVE OF DEPARTURE From O —"
o5089-w0630,"Horace Walpole","To the AUTHORESS of some Lines on STRAWBERRY-HILL."
o4741-w0310,"Stephen Duck","VERSES to the Author, In IMITATION of HORACE's ODE on PINDAR. Apply'd to the Marriage of his Highness the Prince of Orange with ANNE, Princess Royal of Great Britain."
bsb18-w0080,"Susanna Blamire","MAY NOT THE LOVE OF PRAISE BE AN INCENTIVE TO VIRTUE?"
o4985-w0310,"James Scott","ODE ON SLEEP."
o5156-w0890,"John Hoadly","VERSES under the Prints of Mr. HOGARTH'S Rake's Progress, 1735."
o4784-w0170,"Anne Finch (née Kingsmill), countess of Winchilsea","An EPISTLE from Alexander to Hephaestion in his Sickness."
o5152-w0380,"William Collins","ODE to EVENING."
o5156-w0740,"James Merrick","The WISH."
o5454-w0010,"Isaac Watts","SONG I. A general Song of Praise to GOD."
clc03-w0350,"Lady Mary Chudleigh","THE SONG OF THE Three Children PARAPHRAS'D."
o4784-w0520,"Anne Finch (née Kingsmill), countess of Winchilsea","[Tasso, Aminta:] From the AMINTA of TASSO.  Part of the Description of the Golden Age."
o5156-w0310,"Richard Graves","Written near BATH. 1755."
pjo50-w0230,"Mary Jones","The Heel-piece of her Shoe. (Stella requiring more rhymes, and the Author at a loss for a subject.)"
o5125-w0330,"Mary Leapor","To GRAMMATICUS."
pmp18-w0490,"Matthew Prior","Written at Paris, 1700. In the Beginning of ROBE's GEOGRAPHY."
o3900-w1050,"Rev. Charles Wesley","HYMN on the Titles of CHRIST."
glb19-w1010,"William Lisle Bowles","DEATH OF CAPTAIN COOKE, OF “THE BELLEROPHON,” KILLED IN THE SAME BATTLE."
bed98-w0050,"Eliza Day","THE FAMILY OF ADVERSITY."
o5153-w0794,"Robert Craggs Nugent, Earl Nugent","EPIGRAM V."
oar96-w0440,"Elizabeth Rowe (née Singer)","A SONG."
bed98-w0400,"Eliza Day","TO THE SAME."
oar96-w0010,"Elizabeth Rowe (née Singer)","Platonick Love."
o5463-w0010,"Henry Carey","Pretty SALLY's Garland. OR, Johnny's Kind Courtship. In Two PARTS."
o5153-w0110,"George Lyttelton, 1st Baron Lyttelton","SONG. Written in the Year 1733."
pmp18-w1110,"Matthew Prior","SOLOMON ON THE VANITY OF THE WORLD. A POEM In THREE BOOKS."
o4221-w0010,"Henry Carey","Village Courtship."
o5247-w0220,"Charlotte Lennox (née Ramsay)","A SONG."
o5157-w0180,"Sneyd Davies","To the Honourable and Reverend F. C."
pik94-w0200,"Isabella Kelly (née Fordyce)","EPITAPH ON A FAVORITE TAME CHICKEN."
o5153-w0540,"William Whitehead","On a MESSAGE-CARD in Verse. Sent by a LADY."
pse03-w0380,"Sarah Fyge Egerton","On my wedding Day."
o4739-w0220,"Hannah Cowley (née Parkhouse)","To DELLA CRUSCA."
o5154-w0320,"Soame Jenyns","THE MODERN FINE LADY."
glb19-w0590,"William Lisle Bowles","HOPE, AN ALLEGORICAL SKETCH."
o5164-w0110,"James Macpherson","CARRIC-THURA: A POEM."
o3794-w0380,"William Cowper","To the REV. MR. NEWTON.  An Invitation into the Country."
o3555-w0240,"Anna Laetitia Barbauld  (née Aikin)","To MISS R—, On her Attendance on her Mother at BUXTON."
o5354-w0010,"William Congreve","AN IMPOSSIBLE THING. A TALE."
cac95-w0030,"Ann Batten Cristall",NOON.
o4688-w0070,"James Macpherson","[FRAGMENT] VII."
omp94-w0010,"Matthew Prior","FOR THE NEW YEAR: TO THE SUN. Intended To be Sung before Their Majesties on New-Years Day. 1693/4."
oat77-w0040,"Nahum Tate","ON THE Present Corrupted State OF POETRY."
oat77-w0410,"Nahum Tate","The Confinement."
ojg27-w0370,"John Gay","FABLE [36] XXXVI. Pythagoras and the Countryman."
pmc36-w0120,"Mary Chandler","A SONG."
o4987-w0770,"William Dodd","VERSES OCCASIONED BY A PRESENT OF A MOSS ROSE-BUD, FROM MISS JACKSON OF SOUTHGATE."
peh89-w0310,"Elizabeth Hands (née Herbert)","FRIENDSHIP. An ODE."
par19-w0260,"Ann Radcliffe (née Ward)","THE MARINER."
o4987-w0320,"Robert Lloyd","TO THE MOON."
bjb18-w0420,"Joanna Baillie","TWO BROTHERS."
o4984-w0180,"David Mallet","EDWIN AND EMMA."
bhw18-w0350,"Helen Maria Williams","ELEGY ON A YOUNG THRUSH, WHICH ESCAPED FROM THE WRITER'S HAND, AND FALLING DOWN THE AREA OF A HOUSE, COULD NOT BE FOUND."
bjb18-w0070,"Joanna Baillie","A PROUD LOVER'S FAREWELL TO HIS MISTRESS."
o3794-w0400,"William Cowper","BOADICEA, AN ODE."
o5153-w0805,"Robert Craggs Nugent, Earl Nugent","EPIGRAM XVI."
o3555-w0190,"Anna Laetitia Barbauld  (née Aikin)","DELIA, AN ELEGY."
o3794-w0050,"William Cowper",HOPE.
pba35-w1060,"Mary Barber","By a Person of Quality."
oat77-w0390,"Nahum Tate","[Martial] Lib. XI. Epigr. XCV. Translated in Dialogue."
glb19-w0990,"William Lisle Bowles","AVENUE IN SAVERNAKE FOREST."
bao18-w0100,"Amelia Opie (née Alderson)","BALLAD, FOUNDED ON FACT."
o3776-w0080,"Mark Akenside","ODE VIII. On leaving HOLLAND."
bhw18-w0080,"Helen Maria Williams","EDWIN AND ELTRADA, A LEGENDARY TALE."
o4984-w0250,"James Merrick","THE IGNORANCE OF MAN."
n22cs-w0330,"Charlotte Smith (née Turner)","SONNET [33] XXXIII. To the Naiad of the Arun."
pma99-w0440,"Mary Alcock (née Cumberland)",CHARADE.
o5156-w1239,"John Hoadly","BOOK XII. Ep 103."
o4984-w0600,"Richard Shepherd","ODE TO THE ATHEIST."
pma99-w0010,"Mary Alcock (née Cumberland)","A VISION."
o5153-w0690,"Thomas Seward","The INDIFFERENT. From the Italian of Metastasio."
bjb18-w0820,"Joanna Baillie","A SECOND HYMN FOR THE KIRK."
o3900-w0250,"Rev. Charles Wesley",Another.
o5157-w0250,"Alexander Pope","Inscription on a GROTTO of Shells at CRUX-EASTON, the Work of Nine young Ladies."
o3900-w0600,"Rev. Charles Wesley","GAL. iii. 22. The Scripture hath concluded all under Sin, that the Promise by Faith of JESUS CHRIST might be given to them that believe."
o5157-w0600,"Henry St. John, 1st Viscount Bolingbroke","Epistle from the late Lord Viscount B—GB—KE to Miss LUCY A—K—NS."
o5156-w1110,Anonymous,"Ode to Venus, from her Votaries of the Street."
pse03-w0400,"Sarah Fyge Egerton","An Ode on the Death of Mr. Dryden."
pse03-w0050,"Sarah Fyge Egerton","To the Queen."
pmt18-w0200,"Mary Tighe (née Blachford)","To W. P. Esq. Avondale."
glb19-w0640,"William Lisle Bowles","A RUSTIC SEAT NEAR THE SEA."
bjl92-w0450,"Janet Little (later Richmond)","ON HALLOWEEN."
glb19-w0210,"William Lisle Bowles",BEREAVEMENT.
pro75-w0130,"Mary Robinson (née Darby)","The WISH."
o4106-w0060,"Thomas Parnell",ANACREONTICK.
pcc86-w0060,"‘Christian Carstairs’","[QUEEN MARY.]"
o5152-w0400,"Philip Dormer Stanhope, 4th Earl of Chesterfield","ADVICE to a Lady in Autumn."
clc03-w0080,"Lady Mary Chudleigh","SONG. To Lerinda."
n27tc-w0010,"Thomas Campbell","Pleasures of Hope."
o5156-w0490,"Mary Barber",SONG.
o5152-w0050,"Thomas Tickell","TO Sir GODFREY KNELLER, at his Country Seat."
o3900-w1380,"Rev. Charles Wesley","JOHN xvi. 24. Ask, and ye shall receive, that your Joy may be full."
pmp18-w0740,"Matthew Prior",CANTATA.
bse96-w0090,"Anna Seward","SONNET, To A YOUNG LADY IN AFFLICTION, WHO THOUGHT SHE SHOULD NEVER MORE BE HAPPY;"
o5155-w0260,"James Merrick","An ODE to FANCY."
pmp18-w0310,"Matthew Prior","The DOVE."
cbu86-w0360,"Robert Burns","EPIGRAM ON SAID OCCASION,"
o5155-w0630,"Leonard Welsted","The GENIUS. An ODE, written in 1717, on occasion of the Duke of MARLBOROUGH'S Apoplexy."
bah18-w0550,"Anne Hunter (née Home)","FAIRY REVELS, A SONG."
bah18-w0100,"Anne Hunter (née Home)","[BIRTHDAY ODE] TO THE SAME, AGED 23, A LIEUTENANT IN THE ARMY, THEN WITH HIS REGIMENT IN CORSICA, 1793."
prc90-w0010,"Rebekah Carmichael (later Hay)","ON THE FATE OF CAPTAIN G*****"
o4103-w0260,"Christopher Smart","The SILENT FAIR. BALLAD V."
prc90-w0440,"Rebekah Carmichael (later Hay)","TO MR *****"
bed98-w0380,"Eliza Day",SONNET.
pcm93-w0020,"Catherine Rebecca Grey, Lady Manners","Lines Addressed to a Mother in Ireland."
bed98-w0800,"Eliza Day","HYMN FOR SUNDAY EVENING."
o4198-w0110,"Thomas Chatterton","TO MISS C—KE. 1768."
oau90-w0360,"Thomas D'Urfey","A CATCH set by Docter BLOW."
o4986-w0260,"Thomas Gray","THE DESCENT OF ODIN: AN ODE."
o4986-w0630,"Samuel Johnson","THE WINTER's WALK."
pmp18-w0890,"Matthew Prior","EPILOGUE TO LUCIUS."
o5153-w0782,"Thomas Edwards","SONNET XIII. To the Right Hon. Mr. —, with the foregoing SONNETS."
pcr18-w0050,"George Crabbe","THE BIRTH OF FLATTERY."
bsb18-w0350,"Susanna Blamire","A CAUTION TO MISS B."
o4672-w0620,"Isaac Watts","TO David Polhill Esq"
o4985-w0490,"William Hayward Roberts","THE POOR MAN's PRAYER. WRITTEN 1766. ADDRESSED TO THE EARL OF CHATHAM."
o4672-w0270,"Isaac Watts","Christ's Amazing Love AND My Amazing Coldness."
bsb18-w0700,"Susanna Blamire","HAD MY DADDIE LEFT ME GEAR ENOUGH."
glb19-w0400,"William Lisle Bowles","PICTURE OF A YOUNG LADY."
glb19-w0050,"William Lisle Bowles","ON LEAVING A VILLAGE IN SCOTLAND."
bjl92-w0240,"Janet Little (later Richmond)","WRITTEN JANUARY FIRST, 1792."
o5164-w0080,"James Macpherson","THE DEATH of CUCHULLIN: A POEM."
