id,author,title
o3900-w0010,"Rev. Samuel Wesley","EUPOLIS' Hymn to the Creator."
o5157-w0010,"Mark Akenside","HYMN TO THE NAIADS."
pmp18-w1080,"Matthew Prior","Written in Montaigne's Essays, Given to the Duke of Shrewsbury in France, after the Peace, 1713."
o3900-w0440,"Rev. John Gambold","RELIGIOUS DISCOURSE."
o5153-w0080,"George Lyttelton, 1st Baron Lyttelton","To my Lord — In the Year 1730. From Worcestershire."
o5157-w0440,"Frances Thynne Seymour, Countess of Hertford, Duchess of Somerset","Lady MARY W***, to Sir W*** Y***"
pmt18-w0410,"Mary Tighe (née Blachford)","On Receiving a Branch of Mezereon Which Flowered at Woodstock. DECEMBER, 1809."
o4987-w0930,"Christopher Smart","ON THE POWER OF THE SUPREME BEING."
pmt18-w0040,"Mary Tighe (née Blachford)","Written at Scarborough. August, 1799."
pse03-w0210,"Sarah Fyge Egerton","On the death of dear Statyra."
bao18-w0340,"Amelia Opie (née Alderson)",[SONG.]
peh89-w0280,"Elizabeth Hands (née Herbert)","The WIDOWER's COURTSHIP."
o4984-w0010,"James Cawthorn","ABELARD TO ELOISA."
n22cs-w0170,"Charlotte Smith (née Turner)","SONNET [17] XVII. From the thirteenth Cantata of Metastasio."
n22cs-w0520,"Charlotte Smith (née Turner)","SONNET [52] LII. The Pilgrim. From the Novel of Celestina."
o4984-w0440,"Thomas Warton","THE TRIUMPH OF ISIS. OCCASIONED BY THE FOREGOING POEM."
pma99-w0250,"Mary Alcock (née Cumberland)","THE 8TH, 9TH, AND 10TH VERSES OF THE 57TH PSALM."
o3794-w0210,"William Cowper","ON THE SAME."
oat77-w0580,"Nahum Tate","The Voyagers."
pba35-w1220,"Mary Barber","The Peacock. A Fable."
oau90-w0120,"Thomas D'Urfey","Epithalamy on the Marriage of the Right Honourable the Lady Essex Roberts."
o4986-w0020,"William Julius Mickle","HENGIST AND MEY: A BALLAD."
o4986-w0470,"James Barclay","THE SINE QUÔ NON."
oau90-w0570,"Thomas D'Urfey","A POEM Panegyrical On His GRACE THE D. of ALBEMARLE; With Remarks on His Voyage for JAMAICA, and the late Treasure brought Home in the JAMES and MARY."
o5156-w0900,"John Hoadly","On the Friendship of two young Ladies, 1730."
o4985-w0280,"Hew Dalrymple","WOODSTOCK. AN ELEGY."
bsb18-w0110,"Susanna Blamire","TO-MORROW. WRITTEN DURING SICKNESS."
o4672-w0460,"Isaac Watts","ON The Sudden Death OF Mrs. Mary Peacock."
o4672-w0030,"Isaac Watts","GOD Appears most Glorious IN OUR Salvation by CHRIST."
bsb18-w0540,"Susanna Blamire","THE SILLER CROUN."
o4154-w0010,"George Alexander Stevens","RELIGION. A RHAPSODY."
o3795-w0080,"William Cowper",TIROCINIUM.
o4741-w0280,"Stephen Duck","To the Rev. Dr. Freind, on his quitting Westminster School."
ppo24-w0090,"John Pomfret","To his Friend inclin'd to Marry."
ayo19-w0060,"Edward Young","[The Complaint: or, Night-Thoughts on Life, Death & Immortality.] Night VI. The Infidel Reclaimed. In two Parts."
bah18-w0340,"Anne Hunter (née Home)","THE DIRGE OF AMORET."
prc90-w0250,"Rebekah Carmichael (later Hay)","A REQUEST"
oar96-w0180,"Elizabeth Rowe (née Singer)","The RAPTURE."
bed98-w0590,"Eliza Day","ODE TO HEALTH."
pba35-w0870,"Mary Barber","To Mrs. Anne Donnellan, with the fourth Essay on MAN."
o4103-w0020,"Christopher Smart","Against ILL-NATURE."
o3841-w0010,"James Thomson","LIBERTY. PART I."
pcm93-w0260,"Catherine Rebecca Grey, Lady Manners","On the Same."
pcc86-w0220,"‘Christian Carstairs’",EVENING.
o5156-w0280,"Richard Graves","To Lady FANE on her Grotto at Basilden. 1746."
o4091-w0050,"Hannah Brand","ODE TO ADVERSITY; INSCRIBED TO MISS H—."
o5454-w0180,"Isaac Watts","SONG XVIII. Against Scoffing and calling Names."
o5152-w0210,"Matthew Green","JOVE and SEMELE."
pmp18-w0500,"Matthew Prior","Written in the Beginning of MEZERAY's History of FRANCE."
o5155-w0020,"Thomas Gray","HYMN to ADVERSITY."
pmp18-w0150,"Elizabeth Rowe (née Singer)","LOVE and FRIENDSHIP: A PASTORAL."
cbu86-w0120,"Robert Burns","THE AULD FARMER'S NEW-YEAR-MORNING SALUTATION TO HIS AULD MARE, MAGGIE, ON GIVING HER THE ACCUSTOMED RIPP OF CORN TO HANSEL IN THE NEW-YEAR."
o5155-w0470,"Sir Charles Hanbury Williams","An ODE To the Right Honourable STEPHEN POYNTZ, Esq; &c. &c."
bah18-w0090,"Anne Hunter (née Home)","[BIRTHDAY ODE] TO THE SAME, AGED 15, AT CAMBRIDGE."
tgaen-wbapo,"Thomas Gray","The Bard. A Pindaric Ode"
bed98-w0210,"Eliza Day",SONNET.
bed98-w0640,"Eliza Day","FOR EASTER SUNDAY."
oar96-w0250,"Elizabeth Rowe (née Singer)","Pharaphrase on John 21. 17."
prc90-w0180,"Rebekah Carmichael (later Hay)","ON A LATE DISTURBANCE IN THE THEATRE"
o4784-w0330,"Anne Finch (née Kingsmill), countess of Winchilsea","Cupid and Folly.  Imitated from the FRENCH."
o5454-w0250,"Isaac Watts","SONG XXV. A MORNING SONG:"
clc03-w0110,"Lady Mary Chudleigh","The Elevation."
o4784-w0760,"Anne Finch (née Kingsmill), countess of Winchilsea","A SONG."
o5156-w0150,"William Shenstone","The CEREMONIAL."
o5125-w0520,"Mary Leapor","The QUESTION. Occasion'd by a serious Admonition."
pjo50-w0070,"Mary Jones","WRITTEN AT THE Request of a young Divine, TO BE SENT To his MISTRESS, with the Beggar's Opera."
pmp18-w0280,"Matthew Prior","CUPID Mistaken."
o4986-w0870,"Thomas Percy","SONNET. TO A LADY OF INDISCREET VIRTUE."
o5125-w0170,"Mary Leapor","ESSAY on HAPPINESS."
bse96-w0100,"Anna Seward",SONNET.
pjo50-w0420,"Mary Jones","On her Bed-Chamber's Chimney Being blown down at St. JAMES's."
o3900-w1210,"Rev. Charles Wesley","To be sung at WORK."
pmp18-w0900,"Matthew Prior","The THIEF AND THE CORDELIER, A BALLAD."
o5155-w0870,"Richard Graves","The HEROINES, or Modern Memoirs,"
bsb18-w0690,"Susanna Blamire","AE NIGHT IN DARK DECEMBER."
o4985-w0500,"Thomas Warton","FIVE PASTORAL ECLOGUES."
pyl90-w0010,Anonymous,"The Dying Profligate."
o4985-w0150,"John Hoole","A MONODY TO THE MEMORY OF MRS. MARGARET WOFFINGTON."
pba35-w0470,"Mary Barber","Written from Dublin, to a Lady in the Country."
o5280-w0230,"George Monck Berkeley","VERSES ON MRS. BILLINGTON'S APPEARANCE AT OXFORD. TO THOMAS BARRETT LENNARD, ESQ."
pba35-w0020,"Mary Barber","To the Honble. Miss Carteret, now Countess of Dysert."
o4198-w0080,"Thomas Chatterton","TO MISS H—L—D. 1768."
o4039-w0060,"Thomas Chatterton","GORTHMUND, TRANSLATED FROM THE SAXON."
o5089-w0020,"William Collins","ORIENTAL ECLOGUES."
o5089-w0470,Anonymous,"THE LADY AND THE LINNET. A TALE."
o4741-w0150,"Stephen Duck","To His ROYAL HIGHNESS The DUKE of CUMBERLAND, On His BIRTH-DAY."
o4987-w0530,"Tobias Smollett","ODE TO MIRTH."
peh89-w0150,"Elizabeth Hands (née Herbert)","The FAVOURITE SWAIN."
bao18-w0090,"Amelia Opie (née Alderson)",SONG.
par19-w0020,"Ann Radcliffe (née Ward)","SONNET, TO THE LILLY."
o4987-w0160,"Thomas Edwards",SONNET.
pma99-w0180,"Mary Alcock (née Cumberland)","ON THE DEATH OF DAVID GARRICK, Esq."
bhw18-w0540,"Helen Maria Williams","LINES WRITTEN IN THE ALBUM OF THE BARONESS D' H——, TO HER TWO DAUGHTERS."
bjb18-w0660,"Joanna Baillie","TO MRS. SIDDONS."
o5157-w0840,"George Berkeley","Verses on the Prospect of planting ARTS and LEARNING in AMERICA."
bhw18-w0110,"Helen Maria Williams","SCOTCH BALLAD."
bjb18-w0230,"Joanna Baillie","LINES ON THE DEATH OF WILLIAM SOTHEBY, ESQ."
o3900-w0840,"Rev. Charles Wesley","Glory be to GOD on high, &c."
o3452-w0010,"Henry Carey","BLUNDRELLA: OR, THE IMPERTINENT. A TALE."
cac95-w0270,"Ann Batten Cristall","AN ODE."
glb19-w0800,"William Lisle Bowles",AGE.
oat77-w0200,"Nahum Tate","The Vow-Breaker."
oat77-w0650,"Nahum Tate","Recovering from a Fit of Sickness."
ojg27-w0130,"John Gay","FABLE [12] XII. Cupid, Hymen, and Plutus."
bjl92-w0190,"Janet Little (later Richmond)","LUCINA: AN ELEGY."
glb19-w0380,"William Lisle Bowles","ART AND NATURE. THE BRIDGE BETWEEN CLIFTON AND LEIGH WOODS."
o5157-w0790,Anonymous,"The PLAY-THING chang'd."
o5153-w0350,"Robert Craggs Nugent, Earl Nugent","An EPISTLE to a LADY."
o3900-w0790,"Rev. John Wesley","Subjection to CHRIST. From the German."
o5247-w0060,"Charlotte Lennox (née Ramsay)","ENVY. A SATIRE."
o5153-w0700,Anonymous,"The TRIUMPH of INDIFFERENCE. Being the same ODE,"
pik94-w0040,"Isabella Kelly (née Fordyce)","MIRANDA and the RED-BREAST. A FABLE FOR THE LADIES."
pye85-w0050,"Ann Yearsley (née Cromartie)","To Mrs. V—N."
o5154-w0530,"David Garrick","DEATH and the DOCTOR. Occasioned by a Physician's lampooning a Friend of the AUTHOR."
pmt18-w0390,"Mary Tighe (née Blachford)","The Lily. May, 1809."
o4739-w0060,"Robert Merry","THE ADIEU AND RECALL TO LOVE."
o5154-w0160,"Horace Walpole","EPILOGUE to TAMERLANE. On the Suppression of the REBELLION. Spoken by Mrs. Pritchard, in the Character of the COMICK MUSE, Nov. 4, 1746."
o5156-w1080,"Mrs Bennet (née Bridgen)","Upon an ALCOVE, now at PARSON'S Green."
ayo19-w0020,"Edward Young","[The Complaint: or, Night-Thoughts on Life, Death & Immortality.] Night II. On Time, Death, And Friendship."
bah18-w0300,"Anne Hunter (née Home)","LELIA; OR, THE MANIAC'S SONG."
o5089-w0830,"John Cunningham",MELODY.
prc90-w0210,"Rebekah Carmichael (later Hay)","A YOUNG LASS's SOLILOQUY"
pba35-w0830,"Mary Barber","To the Right Honourable the Lady Kilmorey, with a Letter, which was written by the late Lady Roydon, of the Kingdom of Ireland, just before her Death."
o4103-w0060,"Christopher Smart","On the sudden Death of a CLERGYMAN. ODE IV."
bed98-w0180,"Eliza Day","ON THE BIRTH DAY OF THREE YOUNG LADIES."
oae86-w0010,"Sarah Fyge Egerton","THE Female Advocate, OR, An Answer to a late Satyr against the Pride, Lust and Inconstancy, &c. of Woman."
pcm93-w0220,"Catherine Rebecca Grey, Lady Manners","To a Friend. Written in M DCC XC."
pcc86-w0260,"‘Christian Carstairs’","A Lady in the Character of a Nymph. To the Corsican Warrior at Shakespeare's Jubilee."
o4091-w0010,"Hannah Brand","VALENTINE TO MISS BRAND, WITH A Miniature Picture, Laid upon her Toilet on Saint Valentine's Eve, 1786."
clc03-w0280,"Lady Mary Chudleigh","The Resolve."
o5156-w0690,"William Harrison","WOODSTOCK PARK. A POEM."
o5152-w0250,"Hildebrand Jacob","CHIRON to ACHILLES, A POEM."
o3900-w1180,"Rev. John Wesley","Supplication for Grace. Prayer to CHRIST before the Sacrament."
pmp18-w0540,"Matthew Prior","TO Dr. SHERLOCK, ON HIS PRACTICAL DISCOURSE Concerning Death."
o5155-w0060,"William Collins","AN EPISTLE ADDRESS'D TO Sir THOMAS HANMER, On his EDITION of SHAKESPEAR'S WORKS."
pmp18-w0110,"Matthew Prior","THE DESPAIRING SHEPHERD."
cbu86-w0160,"Robert Burns","THE LAMENT. OCCASIONED BY THE UNFORTUNATE ISSUE OF A FRIEND'S AMOUR."
o5155-w0430,"George Bubb Dodington, Baron Melcombe","On Sir ROBERT WALPOLE'S Birth-day, AUGUST the 26th."
o4986-w0060,"Samuel Henley","THE SHAFT."
oau90-w0160,"Thomas D'Urfey","Against Free-Will. A SONG."
oau90-w0530,"Thomas D'Urfey","To the KING: An ODE on his Birth Day."
o4986-w0430,"John Ogilvie","A SONG."
o5156-w0940,"John Hoadly","CHLOE resolved. A BALLAD."
o4672-w0420,"Isaac Watts","TO Nathanael Gould Esq"
bsb18-w0150,"Susanna Blamire","WRITTEN ON A GLOOMY DAY, IN SICKNESS. THACKWOOD, 4TH JUNE, 1786."
bsb18-w0500,"Susanna Blamire","WHEN HOME WE RETURN."
o4672-w0070,"Isaac Watts","THE Universal Hallelujah, OR, PSALM 148. PARAPHRAS'D."
pdi12-w0130,"William Diaper","[Nereides:] Eclogue XII."
bao18-w0300,"Amelia Opie (née Alderson)",SONG.
bhw18-w0280,"Helen Maria Williams","SONNET TO SIMPLICITY."
n22cs-w0130,"Charlotte Smith (née Turner)","SONNET [13] XIII. From Petrarch."
o4984-w0050,"John Dalton","EPISTLE TO THE Right Honble. the Countess of HERTFORD, AT PERCY LODGE: WRITTEN IN THE YEAR MDCCXLIV."
o4984-w0400,"William Mason","IL PACIFICO. WRITTEN ON THE CONCLUSION OF THE PEACE OF AIX-LA-CHAPELLE, MDCCXLVIII."
n22cs-w0560,"Charlotte Smith (née Turner)","SONNET [56] LVI. The Captive escaped in the Wilds of America. Addressed to the Honourable Mrs. O'Neill."
pma99-w0210,"Mary Alcock (née Cumberland)","ADDRESSED TO SLEEP."
o3794-w0250,"William Cowper","THE NIGHTINGALE AND GLOW-WORM."
pba35-w1260,"Elizabeth Rowe (née Singer)","Verses written by Mrs. Elizabeth Rowe, on her drawing the Lord Boyle's Picture."
o5155-w0934,"William Shenstone","[Song]  V. Imitated from the FRENCH."
oat77-w0190,"Nahum Tate","The Politicians."
glb19-w0440,"William Lisle Bowles","ELEGY WRITTEN AT THE HOTWELLS, BRISTOL, JULY, 1789."
glb19-w0010,"William Lisle Bowles","AT TYNEMOUTH PRIORY, AFTER A TEMPESTUOUS VOYAGE."
bjl92-w0200,"Janet Little (later Richmond)","THE ENVIED KISS."
o5153-w0490,"William Whitehead","To the Honourable ***"
o5157-w0050,"Mark Akenside",ODE.
o5157-w0400,Anonymous,"An ELEGY, written on VALENTINE Morning."
pse03-w0250,"Sarah Fyge Egerton","The Fate."
glb19-w0790,"William Lisle Bowles","EPITAPH ON H. WALMSLEY, ESQ., IN ALVERSTOKE CHURCH, HANTS."
o5153-w0310,"Gilbert West","ON THE ABUSE of TRAVELLING. A CANTO, In Imitation of SPENSER."
o3919-w0010,"Charlotte Smith (née Turner)","[THE EMIGRANTS.]"
o5157-w0380,"William Shenstone","CLOE to LYSANDER."
o5247-w0020,"Charlotte Lennox (née Ramsay)","THE RIVAL NYMPHS. A TALE."
o5153-w0740,"Richard Roderick",RIDDLE.
pye85-w0010,"Ann Yearsley (née Cromartie)","NIGHT. To STELLA."
o4226-w0020,"Joseph Addison","TO Sir GODFREY KNELLER, ON HIS PICTURE of the KING."
o5154-w0570,"John Hoadly","The Marriage of the MYRTLE and the YEW. A FABLE. To DELIA, about to marry beneath herself. 1744."
pse03-w0180,"Sarah Fyge Egerton",Love.
o4739-w0020,"Hannah Cowley (née Parkhouse)","INVOCATION. Written on a very hot day, in August 1783."
o5154-w0120,"Edward Rolle","On SCRIBLING against GENIUS. An EPISTLE."
o4987-w0570,"Oliver Goldsmith","THE HERMIT."
peh89-w0110,"Elizabeth Hands (née Herbert)","A PASTORAL DIALOGUE."
par19-w0060,"Ann Radcliffe (née Ward)","SONNET. [Morn's beaming eyes at length unclose]"
o4987-w0120,"Thomas Edwards","SONNET. TO W. HEBERDEN, M. D."
bhw18-w0500,"Helen Maria Williams","LINES ON THE TOMB OF A FAVOURITE DOG."
bjb18-w0620,"Joanna Baillie","SONG, (FOR A SCOTCH AIR.)"
o4984-w0380,"Elizabeth Carter","A NIGHT-PIECE."
o5157-w0800,"Richard Owen Cambridge","The FABLE of JOTHAM: To the BOROUGH-HUNTERS."
bhw18-w0150,"Helen Maria Williams","ON THE BILL WHICH WAS PASSED IN ENGLAND FOR REGULATING THE SLAVE-TRADE; A SHORT TIME BEFORE ITS ABOLITION."
bjb18-w0270,"Joanna Baillie","THE MOODY SEER, A BALLAD."
o3794-w0180,"William Cowper","On observing some Names of little Note recorded in the BIOGRAPHIA BRITANNICA."
o3555-w0040,"Anna Laetitia Barbauld  (née Aikin)","ON THE Backwardness of the SPRING 1771."
cac95-w0230,"Ann Batten Cristall",ELEGY.
glb19-w0840,"William Lisle Bowles",MUSIC.
oat77-w0240,"Nahum Tate","On an Old Miser that Hoarded his Treasure in a Steel Chest, and bury'd it."
oat77-w0610,"Nahum Tate","Of the Few Adherers to Virtue."
ojg27-w0170,"John Gay","FABLE [16] XVI. The Pin and the Needle."
pmp18-w0940,"Matthew Prior","An Extempore Invitation TO THE EARL of OXFORD, Lord High Treasurer. 1712."
o5155-w0830,"Anthony Whistler",FLOWERS.
o4985-w0540,"Sir James Marriott","SACRED ODE."
bsb18-w0280,"Susanna Blamire","AN ELEGY ON THE DEATH OF MRS DACRE."
pyl90-w0050,Anonymous,"A Rebus."
o4985-w0110,"William Collins","THE PASSIONS. AN ODE."
pba35-w0430,"Mary Barber","An Apology to Dr. Clayton, Bishop of Killala, and his Lady, who had promis'd to dine with the Author."
o5280-w0270,"George Monck Berkeley","THE BIRTH OF BLISS. TO THE HONOURABLE GEORGE LESLIE, SON OF THE EARL OF LEVEN, &c."
pba35-w0060,"Mary Barber","Written for my Son, and spoken by him at his first putting on Breeches."
o4039-w0020,"Thomas Chatterton","KENRICK. TRANSLATED FROM THE SAXON."
o5089-w0060,"James Scott","TO PLEASURE. AN ODE."
o5089-w0430,"Francis Fawkes","PARODY ON THE CITY AND COUNTRY MOUSE."
o4741-w0110,"Stephen Duck","To a Young LADY, who had a CUPID given Her."
tgaen-wsng1,"Thomas Gray","Song I"
bah18-w0480,"Anne Hunter (née Home)",SONG.
bed98-w0250,"Eliza Day","TO THE SAME."
bed98-w0600,"Eliza Day","TO A SICK FRIEND."
oar96-w0210,"Elizabeth Rowe (née Singer)","THE WISH, IN A POEM TO THE ATHENIANS."
o5152-w0180,"Matthew Green","The SPLEEN.  An EPISTLE to Mr. C— J—."
o4784-w0370,"Anne Finch (née Kingsmill), countess of Winchilsea","A Tale of the Miser, and the Poet.  Written about the Year 1709."
o5156-w0540,"Sir Charles Hanbury Williams","An ODE on Miss HARRIET HANBURY at Six Years old."
o5454-w0210,"Isaac Watts","SONG XXI. Against Evil Company."
o4784-w0720,"Anne Finch (née Kingsmill), countess of Winchilsea","The DOG and his MASTER."
clc03-w0150,"Lady Mary Chudleigh","To the Ladies."
o5156-w0110,"William Shenstone","The DYING KID."
o4546-w0010,"James Boswell","ODE TO TRAGEDY."
o5125-w0560,"Mary Leapor","JOB'S CURSE, and his APPEAL. Taken out of Job, Chap. i, and xxxi."
pjo50-w0030,"Mary Jones","Of DESIRE. An Epistle to the Hon. Miss LOVELACE."
bhw18-w0042,"Helen Maria Williams","THE COMPLAINT OF THE GODDESS OF THE GLACIERS TO DOCTOR DARWIN."
o4986-w0830,"Joseph Cockfield","INSCRIPTION FOR A ROOT-HOUSE."
o5125-w0130,"Mary Leapor","The Proclamation of APOLLO."
pjo50-w0460,"Mary Jones","EPISTLE, from Fern-Hill.  To the same."
pmp18-w0690,"Matthew Prior","To a Person who wrote Ill, and spake Worse against Me."
o3555-w0200,"Anna Laetitia Barbauld  (née Aikin)","OVID to his WIFE: Imitated from different Parts of his TRISTIA."
o4688-w0030,"James Macpherson","[FRAGMENT] III."
cac95-w0070,"Ann Batten Cristall",HOLBAIN.
oat77-w0450,"Nahum Tate","On a deform'd Old Baw'd designing to have her Picture drawn."
ojg27-w0330,"John Gay","FABLE [32] XXXII. The two Owls and the Sparrow."
sap09-w0040,"Ambrose Philips","[PASTORAL 04] THE FOURTH PASTORAL."
pmc36-w0160,"Mary Chandler","To Miss Moor, On her FIRE-SCREEN."
o4987-w0730,"Nathaniel Cotton","TO THE MEMORY OF THE LATE DUKE OF BRIDGEWATER, MDCCXLVIII."
peh89-w0350,"Elizabeth Hands (née Herbert)","On reading Pope's Eloiza to Abelard."
par19-w0220,"Ann Radcliffe (née Ward)","THE SEA-NYMPH."
bao18-w0290,"Amelia Opie (née Alderson)","LINES ON HEARING, THREE OR FOUR YEARS AGO, THAT CONSTANTINOPLE WAS SWALLOWED UP BY AN EARTHQUAKE;"
o4987-w0360,"James Hammond","ELEGY II."
pma99-w0380,"Mary Alcock (née Cumberland)","ON THE VIOLENT DEBATES IN THE HOUSE OF PEERS, UPON THE BILL FOR SUSPENDING THE HABEAS CORPUS, &c."
o4984-w0590,"Richard Shepherd","ODE TO AMBITION."
bjb18-w0460,"Joanna Baillie","THE TRAVELLER BY NIGHT IN NOVEMBER."
bhw18-w0310,"Helen Maria Williams","SONNET TO THE TORRID ZONE."
bjb18-w0030,"Joanna Baillie","NIGHT SCENES OF OTHER TIMES. A Poem, in Three Parts."
o5157-w0590,"Sneyd Davies","To C*** P****, Esq;"
o3900-w0590,"Rev. Charles Wesley","HEB. xii. 2. Looking unto JESUS, the Author and Finisher of our Faith."
o5153-w0150,"George Lyttelton, 1st Baron Lyttelton","SONG. Written in the Year 1732."
o5247-w0260,"Charlotte Lennox (née Ramsay)","An EPISTLE TO MONESES, IN IMITATION of OVID."
o5153-w0500,"William Whitehead","To Mr. GARRICK."
pik94-w0240,"Isabella Kelly (née Fordyce)","ON BEHOLDING ARTHUR ASLEEP."
psw11-w0110,"Jonathan Swift","A DESCRIPTION OF THE MORNING. April, 1709."
pmt18-w0190,"Mary Tighe (née Blachford)","To Death."
o5154-w0360,"John Hervey, Baron of Ickworth","To the Same. From Hampton-Court, 1731."
bjl92-w0390,"Janet Little (later Richmond)","ON READING LADY MARY MONTAGUE AND MRS. ROWE'S LETTERS."
glb19-w0180,"William Lisle Bowles",HOPE.
o5164-w0150,"James Macpherson","OITHÓNA: A POEM."
o4784-w0130,"Anne Finch (née Kingsmill), countess of Winchilsea","A Description of One of the Pieces of Tapistry at Long-Leat, made after the famous Cartons of Raphael; in which, Elymas the Sorcerer is miraculously struck Blind by St. Paul before Sergius Paulus, the Proconsul of Asia.  Inscribed to the Honble HENRY THYNNE, under the Name of THEANOR."
o5156-w0700,"Benjamin Ibbot","A Fit of the SPLEEN. In Imitation of SHAKESPHEAR."
o5454-w0050,"Isaac Watts","SONG V. Praise for Birth and Education in a Christian Land."
o4784-w0560,"Anne Finch (née Kingsmill), countess of Winchilsea","Man's Injustice towards Providence."
clc03-w0310,"Lady Mary Chudleigh","The Choice. A Dialogue between Emilia and Marissa."
o5156-w0350,"Richard Jago","The SCAVENGERS. A Town Eclogue. In the Manner of SWIFT."
o5454-w0400,"Isaac Watts","A SUMMER EVENING."
pco62-w0040,"Mary Collier","The HAPPY HUSBAND, And The OLD BATCHELOR. A Dialogue."
pjo50-w0270,"Mary Jones","The LASS of the HILL. Humbly inscribed to Her Grace the Dutchess of MARLBOROUGH."
pmp18-w0080,"Matthew Prior","TO My LORD BUCKHURST, Very Young, Playing with a CAT."
o5125-w0370,"Mary Leapor","On Mr. POPE's Universal PRAYER."
o3900-w1010,"Rev. John Wesley","The BELIEVER's SUPPORT. From the German."
bah18-w0290,"Anne Hunter (née Home)","WILLIAM AND NANCY, A BALLAD."
glb19-w1050,"William Lisle Bowles","THE SPIRIT OF DISCOVERY BY SEA: A DESCRIPTIVE AND HISTORICAL POEM."
bed98-w0010,"Eliza Day","[THE MYRTLE] Upon a lady losing a sprig of Myrtle, presented to her by her husband, on the morning of their marriage."
oar96-w0400,"Elizabeth Rowe (née Singer)","The Athenians Answer, to the Foregoing Poem."
